Player,Nation,Pos,Squad,stats_Age,stats_Born,stats_Playing Time_MP,stats_Playing Time_Starts,stats_Playing Time_Min,stats_Playing Time_90s,stats_Performance_Gls,stats_Performance_Ast,stats_Performance_G+A,stats_Performance_G-PK,stats_Performance_PK,stats_Performance_PKatt,stats_Performance_CrdY,stats_Performance_CrdR,stats_Expected_xG,stats_Expected_npxG,stats_Expected_xAG,stats_Expected_npxG+xAG,stats_Progression_PrgC,stats_Progression_PrgP,stats_Progression_PrgR,stats_Per 90 Minutes_Gls,stats_Per 90 Minutes_Ast,stats_Per 90 Minutes_G+A,stats_Per 90 Minutes_G-PK,stats_Per 90 Minutes_G+A-PK,stats_Per 90 Minutes_xG,stats_Per 90 Minutes_xAG,stats_Per 90 Minutes_xG+xAG,stats_Per 90 Minutes_npxG,stats_Per 90 Minutes_npxG+xAG,stats_Matches,keepers_Age,keepers_Born,keepers_Playing Time_MP,keepers_Playing Time_Starts,keepers_Playing Time_Min,keepers_Playing Time_90s,keepers_Performance_GA,keepers_Performance_GA90,keepers_Performance_SoTA,keepers_Performance_Saves,keepers_Performance_Save%,keepers_Performance_W,keepers_Performance_D,keepers_Performance_L,keepers_Performance_CS,keepers_Performance_CS%,keepers_Penalty Kicks_PKatt,keepers_Penalty Kicks_PKA,keepers_Penalty Kicks_PKsv,keepers_Penalty Kicks_PKm,keepers_Penalty Kicks_Save%,keepers_Matches,shooting_Age,shooting_Born,shooting_90s,shooting_Standard_Gls,shooting_Standard_Sh,shooting_Standard_SoT,shooting_Standard_SoT%,shooting_Standard_Sh/90,shooting_Standard_SoT/90,shooting_Standard_G/Sh,shooting_Standard_G/SoT,shooting_Standard_Dist,shooting_Standard_FK,shooting_Standard_PK,shooting_Standard_PKatt,shooting_Expected_xG,shooting_Expected_npxG,shooting_Expected_npxG/Sh,shooting_Expected_G-xG,shooting_Expected_np:G-xG,shooting_Matches,passing_Age,passing_Born,passing_90s,passing_Total_Cmp,passing_Total_Att,passing_Total_Cmp%,passing_Total_TotDist,passing_Total_PrgDist,passing_Short_Cmp,passing_Short_Att,passing_Short_Cmp%,passing_Medium_Cmp,passing_Medium_Att,passing_Medium_Cmp%,passing_Long_Cmp,passing_Long_Att,passing_Long_Cmp%,passing_Ast,passing_xAG,passing_Expected_xA,passing_Expected_A-xAG,passing_KP,passing_1/3,passing_PPA,passing_CrsPA,passing_PrgP,passing_Matches,gca_Age,gca_Born,gca_90s,gca_SCA_SCA,gca_SCA_SCA90,gca_SCA Types_PassLive,gca_SCA Types_PassDead,gca_SCA Types_TO,gca_SCA Types_Sh,gca_SCA Types_Fld,gca_SCA Types_Def,gca_GCA_GCA,gca_GCA_GCA90,gca_GCA Types_PassLive,gca_GCA Types_PassDead,gca_GCA Types_TO,gca_GCA Types_Sh,gca_GCA Types_Fld,gca_GCA Types_Def,gca_Matches,defense_Age,defense_Born,defense_90s,defense_Tackles_Tkl,defense_Tackles_TklW,defense_Tackles_Def 3rd,defense_Tackles_Mid 3rd,defense_Tackles_Att 3rd,defense_Challenges_Tkl,defense_Challenges_Att,defense_Challenges_Tkl%,defense_Challenges_Lost,defense_Blocks_Blocks,defense_Blocks_Sh,defense_Blocks_Pass,defense_Int,defense_Tkl+Int,defense_Clr,defense_Err,defense_Matches,possession_Age,possession_Born,possession_90s,possession_Touches_Touches,possession_Touches_Def Pen,possession_Touches_Def 3rd,possession_Touches_Mid 3rd,possession_Touches_Att 3rd,possession_Touches_Att Pen,possession_Touches_Live,possession_Take-Ons_Att,possession_Take-Ons_Succ,possession_Take-Ons_Succ%,possession_Take-Ons_Tkld,possession_Take-Ons_Tkld%,possession_Carries_Carries,possession_Carries_TotDist,possession_Carries_PrgDist,possession_Carries_PrgC,possession_Carries_1/3,possession_Carries_CPA,possession_Carries_Mis,possession_Carries_Dis,possession_Receiving_Rec,possession_Receiving_PrgR,possession_Matches,misc_Age,misc_Born,misc_90s,misc_Performance_CrdY,misc_Performance_CrdR,misc_Performance_2CrdY,misc_Performance_Fls,misc_Performance_Fld,misc_Performance_Off,misc_Performance_Crs,misc_Performance_Int,misc_Performance_TklW,misc_Performance_PKwon,misc_Performance_PKcon,misc_Performance_OG,misc_Performance_Recov,misc_Aerial Duels_Won,misc_Aerial Duels_Lost,misc_Aerial Duels_Won%,misc_Matches
Adam Wharton,ENG,MF,Crystal Palace,20-313,2004,15,12,1009,11.2,0,0,0,0,0,0,2,0,0.3,0.3,2.3,2.5,11,98,10,0.00,0.00,0.00,0.00,0.00,0.02,0.20,0.23,0.02,0.23,Matches,,,,,,,,,,,,,,,,,,,,,,,20-313,2004,11.2,0,10,5,50.0,0.89,0.45,0.00,0.00,25.0,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches,20-313,2004,11.2,442,581,76.1,8375,3195,163,198,82.3,217,268,81.0,56,85,65.9,0,2.3,1.8,-2.3,22,67,17,5,98,Matches,20-313,2004,11.2,50,4.46,41,7,0,1,0,1,4,0.36,4,0,0,0,0,0,Matches,20-313,2004,11.2,33,14,13,16,4,16,39,41.0,23,9,1,8,16,49,22,0,Matches,20-313,2004,11.2,700,21,158,372,173,8,700,9,2,22.2,7,77.8,346,1593,814,11,16,2,13,12,433,10,Matches,20-313,2004,11.2,2,0,0,9,18,0,28,16,14,0,0,0,75,7,15,31.8,Matches
Adama Traoré,ESP,"FW,MF",Fulham,29-076,1996,29,16,1482,16.5,2,5,7,2,0,0,2,0,3.8,3.8,4.1,7.8,80,56,135,0.12,0.30,0.43,0.12,0.43,0.23,0.25,0.48,0.23,0.48,Matches,,,,,,,,,,,,,,,,,,,,,,,29-076,1996,16.5,2,35,11,31.4,2.13,0.67,0.06,0.18,14.3,0,0,0,3.8,3.8,0.11,-1.8,-1.8,Matches,29-076,1996,16.5,355,494,71.9,5579,1399,193,240,80.4,123,166,74.1,25,44,56.8,5,4.1,3.9,+0.9,32,31,26,14,56,Matches,29-076,1996,16.5,66,4.01,53,0,7,4,0,2,8,0.49,7,0,1,0,0,0,Matches,29-076,1996,16.5,15,10,8,2,5,5,13,38.5,8,6,0,6,1,16,5,3,Matches,29-076,1996,16.5,676,2,71,242,383,82,676,83,40,48.2,32,38.6,461,3815,2097,80,39,32,30,18,520,135,Matches,29-076,1996,16.5,2,0,0,19,29,1,82,1,10,0,0,0,72,23,22,51.1,Matches
Albert Grønbaek,DEN,"FW,MF",Southampton,23-323,2001,4,2,143,1.6,0,0,0,0,0,0,0,0,0.1,0.1,0.0,0.1,1,1,3,0.00,0.00,0.00,0.00,0.00,0.07,0.01,0.08,0.07,0.08,Matches,,,,,,,,,,,,,,,,,,,,,,,23-323,2001,1.6,0,2,0,0.0,1.26,0.00,0.00,,22.4,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches,23-323,2001,1.6,13,18,72.2,135,43,9,11,81.8,2,4,50.0,0,0,,0,0.0,0.0,0.0,1,2,0,0,1,Matches,23-323,2001,1.6,2,1.26,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,Matches,23-323,2001,1.6,4,1,1,1,2,3,10,30.0,7,1,1,0,0,4,1,0,Matches,23-323,2001,1.6,38,2,9,14,15,2,38,4,0,0.0,4,100.0,18,79,15,1,0,1,5,4,21,3,Matches,23-323,2001,1.6,0,0,0,0,1,0,1,0,1,0,0,0,6,2,0,100.0,Matches
Alejandro Garnacho,ARG,"MF,FW",Manchester Utd,20-284,2004,30,19,1822,20.2,4,1,5,4,0,0,2,0,6.0,6.0,2.8,8.8,118,46,241,0.20,0.05,0.25,0.20,0.25,0.30,0.14,0.44,0.30,0.44,Matches,,,,,,,,,,,,,,,,,,,,,,,20-284,2004,20.2,4,70,25,35.7,3.46,1.23,0.06,0.16,17.0,0,0,0,6.0,6.0,0.09,-2.0,-2.0,Matches,20-284,2004,20.2,530,665,79.7,7473,967,337,376,89.6,144,175,82.3,26,44,59.1,1,2.8,1.8,-1.8,26,19,20,3,46,Matches,20-284,2004,20.2,64,3.16,48,1,3,7,5,0,4,0.20,2,0,0,1,1,0,Matches,20-284,2004,20.2,26,17,9,6,11,10,28,35.7,18,16,0,16,10,36,10,2,Matches,20-284,2004,20.2,948,13,110,308,546,139,948,74,21,28.4,46,62.2,691,5270,2702,118,61,57,51,41,722,241,Matches,20-284,2004,20.2,2,0,0,8,36,9,42,10,17,0,0,0,99,3,21,12.5,Matches
Alex Iwobi,NGA,"FW,MF",Fulham,28-343,1996,31,29,2463,27.4,8,5,13,8,0,0,1,0,4.1,4.1,6.2,10.2,119,171,202,0.29,0.18,0.48,0.29,0.48,0.15,0.23,0.37,0.15,0.37,Matches,,,,,,,,,,,,,,,,,,,,,,,28-343,1996,27.4,8,57,25,43.9,2.08,0.91,0.14,0.32,18.3,0,0,0,4.1,4.1,0.07,+3.9,+3.9,Matches,28-343,1996,27.4,935,1253,74.6,16156,4698,470,546,86.1,363,467,77.7,86,154,55.8,5,6.2,6.1,-1.2,51,94,68,13,171,Matches,28-343,1996,27.4,109,3.98,94,0,7,6,2,0,15,0.55,12,0,2,1,0,0,Matches,28-343,1996,27.4,36,20,13,18,5,17,27,63.0,10,22,1,21,10,46,27,0,Matches,28-343,1996,27.4,1533,31,211,615,731,98,1533,80,40,50.0,36,45.0,1088,6599,3621,119,90,34,52,37,1192,202,Matches,28-343,1996,27.4,1,0,0,15,16,4,98,10,20,0,0,0,119,4,27,12.9,Matches
Alex McCarthy,ENG,GK,Southampton,35-129,1989,5,5,450,5.0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,35-129,1989,5,5,450,5.0,13,2.60,37,24,70.3,0,0,5,0,0.0,2,2,0,0,0.0,Matches,35-129,1989,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,35-129,1989,5.0,117,156,75.0,2823,1985,41,43,95.3,45,49,91.8,30,61,49.2,0,0.0,0.0,0.0,0,5,0,0,0,Matches,35-129,1989,5.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,35-129,1989,5.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,4,Matches,35-129,1989,5.0,173,141,173,0,0,0,173,0,0,,0,,100,452,276,0,0,0,0,0,88,0,Matches,35-129,1989,5.0,0,0,0,0,1,0,0,0,0,0,0,0,4,2,0,100.0,Matches
Alex Palmer,ENG,GK,Ipswich Town,28-244,1996,7,7,630,7.0,0,0,0,0,0,0,1,0,0.0,0.0,0.0,0.0,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,28-244,1996,7,7,630,7.0,16,2.29,40,25,60.0,1,1,5,0,0.0,0,0,0,0,,Matches,28-244,1996,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,28-244,1996,7.0,144,205,70.2,4113,2912,27,29,93.1,70,70,100.0,47,106,44.3,0,0.0,0.0,0.0,1,3,0,0,1,Matches,28-244,1996,7.0,1,0.14,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,28-244,1996,7.0,0,0,0,0,0,0,0,,0,0,0,0,0,0,6,0,Matches,28-244,1996,7.0,236,194,232,4,0,0,236,0,0,,0,,107,604,365,0,0,0,1,0,82,0,Matches,28-244,1996,7.0,1,0,0,1,0,0,0,0,0,0,0,0,13,3,0,100.0,Matches
Alex Scott,ENG,MF,Bournemouth,21-233,2003,14,4,503,5.6,0,0,0,0,0,0,1,0,0.5,0.5,0.3,0.8,9,46,22,0.00,0.00,0.00,0.00,0.00,0.09,0.05,0.14,0.09,0.14,Matches,,,,,,,,,,,,,,,,,,,,,,,21-233,2003,5.6,0,9,4,44.4,1.61,0.72,0.00,0.00,18.6,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches,21-233,2003,5.6,207,242,85.5,3362,1064,104,116,89.7,85,93,91.4,14,21,66.7,0,0.3,0.5,-0.3,7,33,4,0,46,Matches,21-233,2003,5.6,22,3.93,17,0,0,1,1,3,2,0.36,2,0,0,0,0,0,Matches,21-233,2003,5.6,23,11,10,7,6,16,29,55.2,13,11,1,10,9,32,8,0,Matches,21-233,2003,5.6,347,14,63,190,99,13,347,22,5,22.7,11,50.0,195,992,457,9,5,1,18,7,215,22,Matches,21-233,2003,5.6,1,0,0,7,19,0,1,9,11,0,0,0,37,4,6,40.0,Matches
Alexander Isak,SWE,FW,Newcastle Utd,25-202,1999,27,27,2188,24.3,20,5,25,18,2,2,1,0,16.3,14.7,3.8,18.5,72,68,174,0.82,0.21,1.03,0.74,0.95,0.67,0.16,0.83,0.60,0.76,Matches,,,,,,,,,,,,,,,,,,,,,,,25-202,1999,24.3,20,73,32,43.8,3.00,1.32,0.25,0.56,14.5,3,2,2,16.3,14.7,0.20,+3.7,+3.3,Matches,25-202,1999,24.3,411,559,73.5,5786,1366,247,299,82.6,124,160,77.5,19,31,61.3,5,3.8,3.2,+1.2,36,31,20,0,68,Matches,25-202,1999,24.3,78,3.21,59,1,8,6,2,2,13,0.53,10,0,1,0,1,1,Matches,25-202,1999,24.3,12,5,2,3,7,5,12,41.7,7,17,2,15,3,15,15,1,Matches,25-202,1999,24.3,838,19,52,310,489,150,836,80,39,48.8,40,50.0,510,3167,1623,72,38,40,54,48,592,174,Matches,25-202,1999,24.3,1,0,0,24,11,19,12,3,5,1,0,0,48,21,42,33.3,Matches
Alexis Mac Allister,ARG,MF,Liverpool,26-108,1998,30,27,2291,25.5,4,3,7,4,0,0,6,0,2.4,2.4,4.1,6.5,31,156,65,0.16,0.12,0.27,0.16,0.27,0.09,0.16,0.26,0.09,0.26,Matches,,,,,,,,,,,,,,,,,,,,,,,26-108,1998,25.5,4,31,10,32.3,1.22,0.39,0.13,0.40,18.2,0,0,0,2.4,2.4,0.08,+1.6,+1.6,Matches,26-108,1998,25.5,1133,1350,83.9,17989,4958,591,657,90.0,439,495,88.7,75,127,59.1,3,4.1,4.4,-1.1,36,111,32,1,156,Matches,26-108,1998,25.5,104,4.09,77,15,2,5,2,3,12,0.47,10,1,0,1,0,0,Matches,26-108,1998,25.5,82,50,22,48,12,46,87,52.9,41,54,5,49,19,101,25,1,Matches,26-108,1998,25.5,1645,49,250,865,544,49,1645,38,14,36.8,20,52.6,818,3373,1762,31,37,3,24,20,1100,65,Matches,26-108,1998,25.5,6,0,0,56,36,2,61,19,50,0,0,0,130,17,27,38.6,Matches
Ali Al Hamadi,IRQ,FW,Ipswich Town,23-041,2002,11,0,134,1.5,0,0,0,0,0,0,3,0,0.4,0.4,0.1,0.4,4,3,14,0.00,0.00,0.00,0.00,0.00,0.24,0.05,0.28,0.24,0.28,Matches,,,,,,,,,,,,,,,,,,,,,,,23-041,2002,1.5,0,4,0,0.0,2.69,0.00,0.00,,15.7,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches,23-041,2002,1.5,25,30,83.3,278,29,20,23,87.0,5,7,71.4,0,0,,0,0.1,0.0,-0.1,2,0,0,0,3,Matches,23-041,2002,1.5,8,5.37,4,0,3,0,1,0,0,0.00,0,0,0,0,0,0,Matches,23-041,2002,1.5,1,0,0,0,1,0,2,0.0,2,0,0,0,0,1,2,0,Matches,23-041,2002,1.5,53,2,6,20,30,9,53,7,4,57.1,3,42.9,29,187,111,4,3,4,7,4,36,14,Matches,23-041,2002,1.5,3,0,0,8,3,1,0,0,0,0,0,0,4,5,9,35.7,Matches
Alisson,BRA,GK,Liverpool,32-191,1992,21,21,1878,20.9,0,0,0,0,0,0,0,0,0.0,0.0,0.6,0.6,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.03,0.03,0.00,0.03,Matches,32-191,1992,21,21,"1,878",20.9,18,0.86,64,46,71.9,15,5,1,8,38.1,0,0,0,0,,Matches,32-191,1992,20.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,32-191,1992,20.9,538,645,83.4,11965,7825,163,165,98.8,281,285,98.6,93,191,48.7,0,0.6,0.2,-0.6,1,10,0,0,0,Matches,32-191,1992,20.9,6,0.29,6,0,0,0,0,0,1,0.05,1,0,0,0,0,0,Matches,32-191,1992,20.9,1,0,1,0,0,0,1,0.0,1,0,0,0,0,1,12,1,Matches,32-191,1992,20.9,682,499,668,14,0,0,682,1,1,100.0,0,0.0,447,1803,1063,0,0,0,1,0,407,0,Matches,32-191,1992,20.9,0,0,0,0,1,0,0,0,0,0,0,0,36,5,0,100.0,Matches
Alphonse Areola,FRA,GK,West Ham,32-043,1993,20,19,1720,19.1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,Matches,32-043,1993,20,19,"1,720",19.1,32,1.67,84,55,61.9,4,5,10,4,21.1,0,0,0,0,,Matches,32-043,1993,19.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,32-043,1993,19.1,539,769,70.1,14590,9983,108,109,99.1,264,277,95.3,165,374,44.1,0,0.0,0.0,0.0,0,7,0,0,0,Matches,32-043,1993,19.1,3,0.16,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,32-043,1993,19.1,2,2,2,0,0,2,3,66.7,1,0,0,0,0,2,13,2,Matches,32-043,1993,19.1,814,657,808,6,0,0,814,0,0,,0,,460,1901,1008,0,0,0,0,0,423,0,Matches,32-043,1993,19.1,0,0,0,0,0,0,0,0,2,0,0,1,22,2,0,100.0,Matches
Amad Diallo,CIV,"FW,MF",Manchester Utd,22-274,2002,22,17,1594,17.7,6,6,12,6,0,0,3,0,4.1,4.1,3.9,8.0,92,53,159,0.34,0.34,0.68,0.34,0.68,0.23,0.22,0.45,0.23,0.45,Matches,,,,,,,,,,,,,,,,,,,,,,,22-274,2002,17.7,6,40,13,32.5,2.26,0.73,0.15,0.46,17.7,0,0,0,4.1,4.1,0.10,+1.9,+1.9,Matches,22-274,2002,17.7,658,794,82.9,9051,1880,407,450,90.4,185,217,85.3,33,63,52.4,6,3.9,3.6,+2.1,39,25,29,5,53,Matches,22-274,2002,17.7,80,4.52,54,9,7,2,4,4,16,0.90,7,0,3,1,1,4,Matches,22-274,2002,17.7,33,26,6,19,8,15,26,57.7,11,10,0,10,11,44,16,0,Matches,22-274,2002,17.7,1012,13,150,374,504,109,1012,72,36,50.0,32,44.4,656,4482,2294,92,46,52,35,32,714,159,Matches,22-274,2002,17.7,3,0,0,19,23,9,38,11,26,1,0,0,93,9,15,37.5,Matches
Amadou Onana,BEL,MF,Aston Villa,23-238,2001,19,15,1166,13.0,2,0,2,2,0,0,4,0,1.8,1.8,0.2,2.0,16,44,11,0.15,0.00,0.15,0.15,0.15,0.14,0.01,0.16,0.14,0.16,Matches,,,,,,,,,,,,,,,,,,,,,,,23-238,2001,13.0,2,14,4,28.6,1.08,0.31,0.14,0.50,13.8,0,0,0,1.8,1.8,0.13,+0.2,+0.2,Matches,23-238,2001,13.0,508,574,88.5,7993,1861,255,269,94.8,217,242,89.7,23,31,74.2,0,0.2,0.3,-0.2,5,39,5,1,44,Matches,23-238,2001,13.0,18,1.39,12,2,0,4,0,0,3,0.23,1,1,0,1,0,0,Matches,23-238,2001,13.0,39,22,18,18,3,12,22,54.5,10,13,6,7,20,59,27,3,Matches,23-238,2001,13.0,718,51,198,429,104,15,718,16,10,62.5,3,18.8,398,2017,1005,16,15,0,9,7,478,11,Matches,23-238,2001,13.0,4,0,0,27,21,0,1,20,22,0,0,0,60,21,14,60.0,Matches
Andreas Pereira,BRA,MF,Fulham,29-100,1996,28,20,1676,18.6,2,4,6,2,0,1,7,0,3.4,2.6,3.9,6.5,21,96,71,0.11,0.21,0.32,0.11,0.32,0.18,0.21,0.39,0.14,0.35,Matches,,,,,,,,,,,,,,,,,,,,,,,29-100,1996,18.6,2,32,8,25.0,1.72,0.43,0.06,0.25,21.8,5,0,1,3.4,2.6,0.08,-1.4,-0.6,Matches,29-100,1996,18.6,590,851,69.3,10713,3376,270,324,83.3,229,290,79.0,78,189,41.3,4,3.9,3.8,+0.1,49,60,19,4,96,Matches,29-100,1996,18.6,91,4.89,49,35,0,4,3,0,8,0.43,4,2,0,0,2,0,Matches,29-100,1996,18.6,22,12,7,11,4,10,37,27.0,27,15,2,13,8,30,14,2,Matches,29-100,1996,18.6,1002,16,145,416,456,34,1001,27,12,44.4,7,25.9,511,2335,1114,21,31,6,20,19,593,71,Matches,29-100,1996,18.6,7,0,0,23,21,1,141,8,12,1,0,0,90,12,17,41.4,Matches
Andrew Robertson,SCO,DF,Liverpool,31-031,1994,29,26,2187,24.3,0,0,0,0,0,0,3,1,0.9,0.9,4.1,5.1,57,162,90,0.00,0.00,0.00,0.00,0.00,0.04,0.17,0.21,0.04,0.21,Matches,,,,,,,,,,,,,,,,,,,,,,,31-031,1994,24.3,0,12,2,16.7,0.49,0.08,0.00,0.00,15.0,0,0,0,0.9,0.9,0.08,-0.9,-0.9,Matches,31-031,1994,24.3,1399,1676,83.5,23490,7493,685,724,94.6,598,687,87.0,99,209,47.4,0,4.1,3.9,-4.1,38,137,27,15,162,Matches,31-031,1994,24.3,73,3.00,61,9,1,1,0,1,3,0.12,3,0,0,0,0,0,Matches,31-031,1994,24.3,38,22,24,10,4,30,47,63.8,17,9,4,5,20,58,49,2,Matches,31-031,1994,24.3,1860,82,469,849,555,46,1860,17,7,41.2,9,52.9,992,4404,2524,57,47,6,23,10,1248,90,Matches,31-031,1994,24.3,3,1,0,10,7,2,131,20,22,0,1,0,89,5,12,29.4,Matches
André,BRA,MF,Wolves,23-269,2001,26,24,1907,21.2,0,0,0,0,0,0,6,0,0.3,0.3,0.6,0.9,7,83,11,0.00,0.00,0.00,0.00,0.00,0.01,0.03,0.04,0.01,0.04,Matches,,,,,,,,,,,,,,,,,,,,,,,23-269,2001,21.2,0,7,1,14.3,0.33,0.05,0.00,0.00,22.5,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches,23-269,2001,21.2,927,1000,92.7,14806,4152,468,492,95.1,369,386,95.6,58,73,79.5,0,0.6,0.5,-0.6,12,88,4,0,83,Matches,23-269,2001,21.2,39,1.84,31,3,1,0,0,4,3,0.14,2,1,0,0,0,0,Matches,23-269,2001,21.2,63,41,27,31,5,28,51,54.9,23,38,8,30,26,89,26,1,Matches,23-269,2001,21.2,1213,77,333,780,110,3,1213,23,11,47.8,8,34.8,664,2798,1237,7,13,0,22,13,814,11,Matches,23-269,2001,21.2,6,0,0,31,29,0,0,26,41,0,1,0,146,2,6,25.0,Matches
André Onana,CMR,GK,Manchester Utd,29-009,1996,31,31,2790,31.0,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,0,1,0,0.00,0.00,0.00,0.00,0.00,0.00,0.01,0.01,0.00,0.01,Matches,29-009,1996,31,31,"2,790",31.0,41,1.32,126,85,69.8,10,8,13,9,29.0,4,3,1,0,25.0,Matches,29-009,1996,31.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches,29-009,1996,31.0,868,1192,72.8,20571,12355,208,210,99.0,478,482,99.2,177,491,36.0,0,0.2,0.2,-0.2,1,23,0,0,1,Matches,29-009,1996,31.0,4,0.13,3,1,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,29-009,1996,31.0,1,1,1,0,0,1,3,33.3,2,0,0,0,0,1,11,4,Matches,29-009,1996,31.0,1256,951,1235,22,0,0,1256,0,0,,0,,889,4545,2530,0,0,0,1,0,768,0,Matches,29-009,1996,31.0,0,0,0,0,2,0,0,0,1,0,0,0,29,6,0,100.0,Matches
Andrés García,ESP,"DF,MF",Aston Villa,22-063,2003,6,5,312,3.5,0,0,0,0,0,0,0,0,0.0,0.0,0.2,0.2,25,15,27,0.00,0.00,0.00,0.00,0.00,0.01,0.05,0.06,0.01,0.06,Matches,,,,,,,,,,,,,,,,,,,,,,,22-063,2003,3.5,0,2,0,0.0,0.58,0.00,0.00,,26.6,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches,22-063,2003,3.5,169,195,86.7,2644,577,86,93,92.5,72,79,91.1,7,13,53.8,0,0.2,0.4,-0.2,3,9,8,5,15,Matches,22-063,2003,3.5,3,0.87,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,Matches,22-063,2003,3.5,9,5,5,3,1,4,8,50.0,4,2,0,2,2,11,8,2,Matches,22-063,2003,3.5,248,6,36,104,110,2,248,18,5,27.8,12,66.7,155,1230,658,25,13,2,10,6,162,27,Matches,22-063,2003,3.5,0,0,0,1,0,0,17,2,5,0,0,0,14,0,5,0.0,Matches
Andy Irving,SCO,MF,West Ham,24-333,2000,10,1,166,1.8,0,0,0,0,0,0,2,0,0.1,0.1,0.2,0.4,0,9,4,0.00,0.00,0.00,0.00,0.00,0.06,0.13,0.19,0.06,0.19,Matches,,,,,,,,,,,,,,,,,,,,,,,24-333,2000,1.8,0,4,2,50.0,2.17,1.08,0.00,0.00,26.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches,24-333,2000,1.8,109,124,87.9,1705,439,61,64,95.3,36,43,83.7,9,9,100.0,0,0.2,0.1,-0.2,1,14,1,1,9,Matches,24-333,2000,1.8,5,2.68,4,0,1,0,0,0,0,0.00,0,0,0,0,0,0,Matches,24-333,2000,1.8,7,4,3,3,1,1,5,20.0,4,5,1,4,1,8,5,0,Matches,24-333,2000,1.8,150,7,37,89,24,0,150,1,1,100.0,0,0.0,73,305,137,0,1,0,1,3,104,4,Matches,24-333,2000,1.8,2,0,0,6,1,0,2,1,4,0,0,0,10,1,1,50.0,Matches
Anthony Elanga,SWE,FW,Nott'ham Forest,22-349,2002,31,25,1975,21.9,6,8,14,6,0,0,1,0,3.9,3.9,4.3,8.3,79,46,161,0.27,0.36,0.64,0.27,0.64,0.18,0.20,0.38,0.18,0.38,Matches,,,,,,,,,,,,,,,,,,,,,,,22-349,2002,21.9,6,35,16,45.7,1.59,0.73,0.17,0.38,16.8,4,0,0,3.9,3.9,0.11,+2.1,+2.1,Matches,22-349,2002,21.9,410,631,65.0,5916,2017,248,294,84.4,108,171,63.2,34,101,33.7,8,4.3,3.8,+3.7,39,25,22,6,46,Matches,22-349,2002,21.9,81,3.69,47,17,5,4,8,0,13,0.59,9,2,1,0,1,0,Matches,22-349,2002,21.9,17,12,7,8,2,4,15,26.7,11,9,1,8,5,22,25,0,Matches,22-349,2002,21.9,875,29,124,247,520,86,875,71,22,31.0,32,45.1,460,3593,2062,79,40,36,64,33,575,161,Matches,22-349,2002,21.9,1,0,0,6,32,12,140,5,12,0,0,0,77,20,30,40.0,Matches
Anthony Gordon,ENG,FW,Newcastle Utd,24-046,2001,26,25,2108,23.4,6,5,11,5,1,2,2,0,7.8,6.3,4.9,11.2,104,88,187,0.26,0.21,0.47,0.21,0.43,0.34,0.21,0.54,0.27,0.48,Matches,,,,,,,,,,,,,,,,,,,,,,,24-046,2001,23.4,6,52,15,28.8,2.22,0.64,0.10,0.33,16.2,1,1,2,7.8,6.3,0.12,-1.8,-1.3,Matches,24-046,2001,23.4,612,850,72.0,9404,3173,342,401,85.3,206,268,76.9,45,111,40.5,5,4.9,4.8,+0.1,49,56,49,16,88,Matches,24-046,2001,23.4,96,4.10,69,10,7,3,7,0,12,0.51,9,1,1,0,1,0,Matches,24-046,2001,23.4,28,17,9,16,3,11,32,34.4,21,24,2,22,6,34,9,2,Matches,24-046,2001,23.4,1100,16,110,413,595,122,1098,93,35,37.6,42,45.2,710,5230,2813,104,52,54,28,34,787,187,Matches,24-046,2001,23.4,2,0,0,19,58,7,116,6,17,1,0,0,88,5,7,41.7,Matches
